Unnamed: 0,movieId,count,mean_ratings,genres,name,year,image
3841,47778,163,3.579754601,['Drama'],Quinceañera,2006,https://image.tmdb.org/t/p/w500/bWVL3WHIFqSXVLq3NkDQdWvygLv.jpg
3842,60336,113,3.579646018,"['Crime', 'Drama', 'Romance']",Bad Blood (Mauvais sang),1986,https://image.tmdb.org/t/p/w500/yjUmAFx8Z3E0K1IUpQSyUilL5P9.jpg
3843,180297,2055,3.579075426,"['Comedy', 'Drama']",The Disaster Artist,2017,https://image.tmdb.org/t/p/w500/jj84nF5vYRD0HUTowBKcrKk8hZP.jpg
3844,5826,449,3.579064588,"['Romance', 'Western']",Rio Grande,1950,https://image.tmdb.org/t/p/w500/zYoK2RkBCmyhIV6UUb6EZLqxmZq.jpg
3845,32196,209,3.578947368,"['Action', 'Crime', 'Drama', 'Thriller']","Violent Cop (Sono otoko, kyôbô ni tsuki)",1989,https://image.tmdb.org/t/p/w500/9MmLBW1xFlSBu0xcv5KZOKp89OC.jpg
3846,192385,2825,3.578761062,"['Drama', 'Romance']",A Star Is Born,2018,https://image.tmdb.org/t/p/w500/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg
3847,4186,470,3.578723404,"['Comedy', 'Drama', 'Romance']",The Fortune Cookie,1966,https://image.tmdb.org/t/p/w500/tGZc0sRoXgGzRDhHaCRmqxNSKVZ.jpg
3848,4640,713,3.578541374,"['Action', 'Crime', 'Thriller']",Brother,2000,https://image.tmdb.org/t/p/w500/rjgNhmndEKCPiIxK14bTr2FiwYR.jpg
3849,2278,11672,3.578521247,"['Action', 'Crime', 'Thriller']",Ronin,1998,https://image.tmdb.org/t/p/w500/AirrhRJjHwytOV0pdLu7YZ4DEyr.jpg
3850,65216,1804,3.578436807,"['Drama', 'Thriller', 'War']",Defiance,2008,https://image.tmdb.org/t/p/w500/z6yNHcQOveRuAohuejdDFQDEBSs.jpg
3851,32369,153,3.578431373,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",Panic in the Streets,1950,https://image.tmdb.org/t/p/w500/79jfETdOonIFL8UEjBxptPS27yo.jpg
3852,66317,109,3.577981651,"['Adventure', 'Animation', 'Fantasy']",Comet in Moominland,1992,https://image.tmdb.org/t/p/w500/b4O25Joz13gZqXusA5tyqO4Y4OV.jpg
3853,159191,239,3.577405858,['Drama'],Julieta,2016,https://image.tmdb.org/t/p/w500/z4aErD1RQQ3alpu3PoUu408HEVc.jpg
3854,108825,194,3.577319588,"['Adventure', 'Children', 'Drama']",The Young and Prodigious T.S. Spivet (L'extravagant voyage du jeune et prodigieux T.S. Spivet),2013,https://image.tmdb.org/t/p/w500/pmr4h0ZLguYsvxaVmjS0bguLcnB.jpg
3855,72733,2367,3.577313054,['Drama'],Invictus,2009,https://image.tmdb.org/t/p/w500/cNUoXM8dtg5mRt90GLrAHBP9IGE.jpg
3856,6636,1044,3.57710728,"['Comedy', 'Romance']",The Sure Thing,1985,https://image.tmdb.org/t/p/w500/a9cuohQn5kczi4htWZAZjEZvXkZ.jpg
3857,200332,1435,3.577003484,['Drama'],Rocketman,2019,https://image.tmdb.org/t/p/w500/f4FF18ia7yTvHf2izNrHqBmgH8U.jpg
3858,32875,117,3.576923077,['Comedy'],Holiday (Jour de fête),1949,https://image.tmdb.org/t/p/w500/x1wwNdrBywcmZSfIsO8qcaZxYWR.jpg
3859,4166,663,3.576923077,"['Action', 'Drama']",Series 7: The Contenders,2001,https://image.tmdb.org/t/p/w500/85tuJxQdjQcec3DTMc9dxwlYYfi.jpg
3860,1133,104,3.576923077,"['Comedy', 'Drama']",Talking About Sex,1994,https://image.tmdb.org/t/p/w500/3tNISfteDbGI09O5HZnedzOFekb.jpg
3861,26085,371,3.576819407,"['Adventure', 'Drama', 'Romance']",Mutiny on the Bounty,1962,https://image.tmdb.org/t/p/w500/caxk06SANEacvycZFiApv1LA6Kl.jpg
3862,7827,1154,3.576689775,"['Action', 'Sci-Fi', 'Thriller']",Cypher,2002,https://image.tmdb.org/t/p/w500/cqSvgtox4Ceq79HamAecBq2yS66.jpg
3863,25945,157,3.576433121,"['Crime', 'Film-Noir', 'Romance']",They Live by Night,1949,https://image.tmdb.org/t/p/w500/9EI0n0ESp1DZJd7PI7LENk9PO2e.jpg
3864,7040,872,3.576261468,"['Action', 'Crime', 'Drama', 'Thriller']",To Live and Die in L.A.,1985,https://image.tmdb.org/t/p/w500/2iW3pSihBIhXjnBQmUJ0mAiZbB5.jpg
3865,44974,3462,3.576112074,"['Drama', 'Thriller']",Hard Candy,2005,https://image.tmdb.org/t/p/w500/uHTmlcivbPeclEdmtuQg3zOQWPS.jpg
3866,26116,276,3.576086957,"['Horror', 'Thriller']","Hush... Hush, Sweet Charlotte",1964,https://image.tmdb.org/t/p/w500/hwVGNaVXFblluLwUjGcJ7RgW1rV.jpg
3867,5673,8268,3.576076439,"['Comedy', 'Drama', 'Romance']",Punch-Drunk Love,2002,https://image.tmdb.org/t/p/w500/vT2CXIsVKoGl0DZ8USwLWzEFznI.jpg
3868,73854,855,3.576023392,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']","Rudolph, the Red-Nosed Reindeer",1964,https://image.tmdb.org/t/p/w500/xjAElUhXuc7zFJPj3qUHjcySNsE.jpg
3869,26463,125,3.576,"['Animation', 'Drama', 'War']",Barefoot Gen (Hadashi no Gen),1983,https://image.tmdb.org/t/p/w500/mpXCPdjsHdZU0Uy4PnvkaUYD9oA.jpg
3870,74787,441,3.575963719,"['Drama', 'Romance']",My Name is Khan,2010,https://image.tmdb.org/t/p/w500/5Y36lCiNyyV71mjq6LavgiggbhT.jpg
3871,8302,112,3.575892857,"['Comedy', 'Drama', 'Romance']",The Front Page,1931,https://image.tmdb.org/t/p/w500/3vlJnUAUG4s8Z99pBEwCwgUBcOb.jpg
3872,3920,383,3.575718016,"['Drama', 'Fantasy', 'Mystery', 'Romance']","Faraway, So Close (In weiter Ferne, so nah!)",1993,https://image.tmdb.org/t/p/w500/5VaPw0NgM4DloukmQTggzgvD4rb.jpg
3873,8989,218,3.575688073,"['Comedy', 'Musical']",Damn Yankees!,1958,https://image.tmdb.org/t/p/w500/os93e6QeQx5T0nbdOUgPXsB8Daq.jpg
3874,4399,225,3.575555556,"['Comedy', 'Drama']","Diary of a Chambermaid (Journal d'une femme de chambre, Le)",1964,https://image.tmdb.org/t/p/w500/epCJe5dzAn21mQ9L1fQ2FjIF13T.jpg
3875,3150,364,3.575549451,"['Drama', 'Thriller']",The War Zone,1999,https://image.tmdb.org/t/p/w500/9kaSTeW12yEwEapZ6PnYUPz6GDX.jpg
3876,27788,2385,3.575471698,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",The Jacket,2005,https://image.tmdb.org/t/p/w500/bt89UfRhjAvJDAO9CWJnRFXAN3p.jpg
3877,4151,431,3.575406032,"['Comedy', 'Drama', 'Romance']",The Taste of Others (Le goût des autres),2000,https://image.tmdb.org/t/p/w500/k9R6Omadvp57EoQ4x9nNneig1Nv.jpg
3878,594,20567,3.575363446,"['Animation', 'Children', 'Drama', 'Fantasy', 'Musical']",Snow White and the Seven Dwarfs,1937,https://image.tmdb.org/t/p/w500/9QKUh9UuIIT2ZA9Rby9R6vtNRKa.jpg
3879,68159,1958,3.575331971,"['Crime', 'Drama', 'Thriller']",State of Play,2009,https://image.tmdb.org/t/p/w500/4f8nhHESDhAVKow2M1khmqDdatp.jpg
3880,5329,1189,3.575273339,"['Crime', 'Drama', 'Thriller']",The Salton Sea,2002,https://image.tmdb.org/t/p/w500/i3InMSlLUNBEdQTKazMdyVP1ryX.jpg
3881,6003,3636,3.575220022,"['Comedy', 'Crime', 'Drama', 'Thriller']",Confessions of a Dangerous Mind,2002,https://image.tmdb.org/t/p/w500/mM58ABMRzwn5zVx6BS7IiNK0j3F.jpg
3882,3526,5425,3.575207373,"['Comedy', 'Drama']",Parenthood,1989,https://image.tmdb.org/t/p/w500/e51tNNQBJpJi9xkyuj0QFhyBcz7.jpg
3883,226580,173,3.575144509,"['Comedy', 'Drama']",The Kid Detective,2020,https://image.tmdb.org/t/p/w500/2WrT8AZUcDicvf5m8KVgspQEHK3.jpg
3884,8981,5600,3.575089286,"['Drama', 'Romance']",Closer,2004,https://image.tmdb.org/t/p/w500/fGGaokx4k00S0J603VG53Qlr9jz.jpg
3885,1889,1798,3.574805339,"['Drama', 'Mystery', 'Thriller']",Insomnia,1997,https://image.tmdb.org/t/p/w500/k0inzQmt7kATmAGns0wdfjiFxSu.jpg
3886,66785,677,3.574593796,"['Action', 'Adventure', 'Comedy', 'Western']","Good, the Bad,The  the Weird (Joheunnom nabbeunnom isanghannom)",2008,https://image.tmdb.org/t/p/w500/eQhB3cUhQ4irJP8z57x7nZPVuzB.jpg
3887,2353,18246,3.574564288,"['Action', 'Thriller']",Enemy of the State,1998,https://image.tmdb.org/t/p/w500/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg
3888,2321,15417,3.574430823,"['Comedy', 'Drama', 'Fantasy']",Pleasantville,1998,https://image.tmdb.org/t/p/w500/m1hhYP6OScjKU5Z9iZaWirSn4I6.jpg
3889,8875,108,3.574074074,['Drama'],"Come Back, Little Sheba",1952,https://image.tmdb.org/t/p/w500/3hg3c6TVFVGuoqmHi0Yw25qvpRu.jpg
3890,81229,7308,3.573891626,"['Action', 'Comedy']",Red,2010,https://image.tmdb.org/t/p/w500/8eeK3OB5PeSRQD7BpZcGZKkehG.jpg
3891,8395,176,3.573863636,"['Crime', 'Mystery', 'Thriller']",The Last of Sheila,1973,https://image.tmdb.org/t/p/w500/bDPoCBb4mBudYSC4201aHrBZsSg.jpg
3892,58998,9638,3.573770492,"['Comedy', 'Romance']",Forgetting Sarah Marshall,2008,https://image.tmdb.org/t/p/w500/6VKSQ40z76zi6nMqX7zjCZKfsBa.jpg
3893,50517,183,3.573770492,"['Drama', 'Romance']",Time (Shi gan),2006,https://image.tmdb.org/t/p/w500/3rB7l4rYzXUpVNEsboQQETtt5zl.jpg
3894,7300,510,3.573529412,"['Action', 'Drama']",Vanishing Point,1971,https://image.tmdb.org/t/p/w500/1ThnpFx2G2HPhecvODGFEQxfOpO.jpg
3895,187583,102,3.573529412,['Documentary'],The Game Changers,2018,https://image.tmdb.org/t/p/w500/eufF3xEif5EZ1gTjdubw3KWh9xU.jpg
3896,101074,184,3.573369565,"['Animation', 'Comedy', 'Horror', 'Musical']",The Legend of Sleepy Hollow,1949,https://image.tmdb.org/t/p/w500/6bt8qmhxVsgbxFLQCoAcekdCFiw.jpg
3897,1350,6814,3.57330496,"['Horror', 'Mystery', 'Thriller']",The Omen,1976,https://image.tmdb.org/t/p/w500/p0LcWxOIoBx0MEZMn8tFcrvDXR1.jpg
3898,190305,130,3.573076923,"['Action', 'Crime', 'Drama']",A Prayer Before Dawn,2018,https://image.tmdb.org/t/p/w500/toYs3tZrHbSKJS1hmiTY1fJnPjm.jpg
3899,56095,158,3.57278481,['Drama'],XXY,2007,https://image.tmdb.org/t/p/w500/zrR2w32pwI6T7HPGJoimmLOlDXF.jpg
3900,176523,165,3.572727273,['Children'],Goodbye Christopher Robin,2017,https://image.tmdb.org/t/p/w500/a6IK3hMlUHzXZZVLBTh0WZ5KoAb.jpg
3901,1693,5255,3.572692674,"['Drama', 'Mystery']",Amistad,1997,https://image.tmdb.org/t/p/w500/6QqNyIHKow0jngiQgTNBOBrLILM.jpg
3902,45950,4026,3.572528564,['Documentary'],"Inconvenient Truth, An",2006,https://image.tmdb.org/t/p/w500/zrYT5UHE2UIsofwkv6KK2Tsu5a.jpg
3903,139148,138,3.572463768,['(no genres listed)'],Bajrangi Bhaijaan,2015,https://image.tmdb.org/t/p/w500/rNfToRJw35h7a4y6HXGRgfkLvdc.jpg
3904,941,1009,3.57234886,['Adventure'],The Mark of Zorro,1940,https://image.tmdb.org/t/p/w500/bJDonmAPnDV8jDv9jLlsejAdAoL.jpg
3905,74545,2655,3.572316384,"['Drama', 'Mystery', 'Thriller']",The Ghost Writer,2010,https://image.tmdb.org/t/p/w500/rK7m2Ba0ieXa37NaAmrx4dfRvvM.jpg
3906,68872,111,3.572072072,"['Drama', 'War']",Paisan (Paisà),1946,https://image.tmdb.org/t/p/w500/r5IGAFASCXmp8m51vUbER3WwVcB.jpg
3907,8915,340,3.572058824,['Drama'],Stage Beauty,2004,https://image.tmdb.org/t/p/w500/q3rTkp6d8NG2dPdb3Ert3C0YojK.jpg
3908,5000,160,3.571875,"['Drama', 'Romance']",Medium Cool,1969,https://image.tmdb.org/t/p/w500/uiRU2wJQh5x7q0HU3oBN0VbRMnt.jpg
3909,7028,807,3.571871128,"['Comedy', 'Crime']",Quick Change,1990,https://image.tmdb.org/t/p/w500/8q0VQYwOhhuRFMsyzdZ5JoB676g.jpg
3910,6898,362,3.571823204,['Drama'],Sweet Sixteen,2002,https://image.tmdb.org/t/p/w500/p5h50WEZQ4pRFffnSULqL4cEuLp.jpg
3911,83369,857,3.57176196,['Drama'],The Way Back,2010,https://image.tmdb.org/t/p/w500/6imc5u5H1RASjWPOQ923VFzIo6E.jpg
3912,26283,230,3.57173913,"['Crime', 'Drama', 'Thriller']",Charley Varrick,1973,https://image.tmdb.org/t/p/w500/qPG2VPNA72he1Kczm2yFmslPNZN.jpg
3913,2654,1102,3.57168784,"['Drama', 'Fantasy', 'Horror']",The Wolf Man,1941,https://image.tmdb.org/t/p/w500/vG8fu5syTtQLzK1hQXyi3ugOPNF.jpg
3914,167746,2296,3.571428571,"['Action', 'Animation', 'Comedy']",The Lego Batman Movie,2017,https://image.tmdb.org/t/p/w500/snGwr2gag4Fcgx2OGmH9otl6ofW.jpg
3915,48741,203,3.571428571,['Documentary'],The U.S. vs. John Lennon,2006,https://image.tmdb.org/t/p/w500/rdzIiZmJ4lCSO48cNt3rViWk3CH.jpg
3916,42197,680,3.571323529,"['Comedy', 'Crime']",Keeping Mum,2005,https://image.tmdb.org/t/p/w500/nkyS4lkiEOCx7mtlMtWLYodbVpb.jpg
3917,26178,225,3.571111111,"['Comedy', 'Drama', 'Romance']",Two for the Road,1967,https://image.tmdb.org/t/p/w500/f9GAaL5gXzSP8LhXJcAx8Remfy3.jpg
3918,157274,211,3.571090047,"['Drama', 'Romance']",The Choice,2016,https://image.tmdb.org/t/p/w500/6MF3cdAasnF17SG9bmeamQ066iJ.jpg
3919,5650,1703,3.570757487,['Comedy'],Strange Brew,1983,https://image.tmdb.org/t/p/w500/rScplcvRHX7o7XK88SFb5mddo8y.jpg
3921,26249,304,3.570723684,"['Comedy', 'Western']",They Call Me Trinity,1971,https://image.tmdb.org/t/p/w500/qY7iV4BJD5IXJU4iXlcZxKN8s9w.jpg
3922,8732,156,3.570512821,['Drama'],The Belly of an Architect,1987,https://image.tmdb.org/t/p/w500/nTI1BoBslo3RPrBcDhX9QYFhAO.jpg
3923,8332,149,3.570469799,['Drama'],Sunday Bloody Sunday,1971,https://image.tmdb.org/t/p/w500/7q1h3M1vDlsHDKRhoPOzKjmFCVq.jpg
3924,187231,590,3.570338983,"['Crime', 'Drama']",American Animals,2018,https://image.tmdb.org/t/p/w500/aLbdKxgxuOPvs6CTlmzoOQ4Yg3j.jpg
3925,142450,128,3.5703125,"['Animation', 'Fantasy', 'Mystery', 'Thriller']",Puella Magi Madoka Magica the Movie Part III: Rebellion,2013,https://image.tmdb.org/t/p/w500/68cts97TtCXcAlimoAHrHlQUNfn.jpg
3926,3932,1750,3.570285714,"['Horror', 'Sci-Fi']",The Invisible Man,1933,https://image.tmdb.org/t/p/w500/a8WoUk92OLHnU5sODmdGaOi5iaH.jpg
3927,8730,185,3.57027027,"['Action', 'Drama', 'War']",To End All Wars,2001,https://image.tmdb.org/t/p/w500/4fXRE02M2EckpGPZNbuZIo05dmL.jpg
3928,3102,1563,3.570057582,"['Crime', 'Romance', 'Thriller']",Jagged Edge,1985,https://image.tmdb.org/t/p/w500/wHYjo3NLc293ZEXVSGhRIUr3Iqi.jpg
3929,48638,100,3.57,"['Drama', 'Romance']",Fellini's Casanova (Il Casanova di Federico Fellini),1976,https://image.tmdb.org/t/p/w500/ygTsnjWEUY8fbXzFWIh07eEHf3w.jpg
3930,6333,24680,3.569975689,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",X2: X-Men United,2003,https://image.tmdb.org/t/p/w500/mM5qSVdWlGkvALHhNIb6kW6D42Y.jpg
3931,111924,193,3.569948187,['Comedy'],The Grand Seduction,2013,https://image.tmdb.org/t/p/w500/sVXFM0Lt4eVP6bX3UNCnF62WTK2.jpg
3932,4191,801,3.569912609,"['Comedy', 'Drama', 'Romance']",Alfie,1966,https://image.tmdb.org/t/p/w500/tPUqgfGMkZazRZ1UO41j2Fiib5C.jpg
3933,3076,694,3.569884726,['Comedy'],Irma la Douce,1963,https://image.tmdb.org/t/p/w500/feA0zc2A10gxY0aof4sPk07oDrc.jpg
3934,3723,2112,3.569839015,['Drama'],Hamlet,1990,https://image.tmdb.org/t/p/w500/ycM8gwwyOLXW4qxkcu6nhLlfgcA.jpg
3935,55872,1547,3.56981254,"['Drama', 'Musical']",August Rush,2007,https://image.tmdb.org/t/p/w500/oA6ZeICPINiS6YtD5WZeBaGVmuT.jpg
3936,59,194,3.569587629,"['Drama', 'Mystery']","The Confessional (Confessionnal, Le)",1995,https://image.tmdb.org/t/p/w500/9ApR0PwQdlnvc76NmlbUWkeAK9i.jpg
3938,56015,108,3.569444444,"['Crime', 'Drama', 'Film-Noir', 'Mystery']",Kansas City Confidential,1952,https://image.tmdb.org/t/p/w500/2RcTYPzsR0QfN5d8g3HjIkIqcbg.jpg
3939,27812,101,3.569306931,"['Documentary', 'Musical']",Festival Express,2003,https://image.tmdb.org/t/p/w500/5ehULJQMNCdASy2i7jaTbcIvQKA.jpg
3940,26294,426,3.569248826,"['Comedy', 'Western']",My Name Is Nobody (Il Mio nome è Nessuno),1973,https://image.tmdb.org/t/p/w500/tJQEVI1p00Jh9TUgNEI623iu7ST.jpg
3941,205383,2152,3.569237918,"['Crime', 'Drama', 'Thriller']",El Camino: A Breaking Bad Movie,2019,https://image.tmdb.org/t/p/w500/ePXuKdXZuJx8hHMNr2yM4jY2L7Z.jpg
3942,5152,4745,3.569230769,"['Action', 'Drama', 'War']",We Were Soldiers,2002,https://image.tmdb.org/t/p/w500/q2LeLzw4q9HTelkKx29dyTMf5zK.jpg
3943,5258,354,3.56920904,['Drama'],George Washington,2000,https://image.tmdb.org/t/p/w500/g9nZi8u5LqSrVKEpSm199EM4hk5.jpg
3944,34271,1035,3.569082126,"['Crime', 'Drama']",Hustle & Flow,2005,https://image.tmdb.org/t/p/w500/9skOqw9sld2MKKqkKKU78e0Jw7W.jpg
3945,108787,167,3.568862275,['Drama'],Tom at the Farm (Tom à la ferme),2013,https://image.tmdb.org/t/p/w500/df7pp0jSs4wRxfWHtdgCaDPelmm.jpg
3946,2725,683,3.568814056,['Drama'],Twin Falls Idaho,1999,https://image.tmdb.org/t/p/w500/boBbVY67YhGC4PWuqyQFysP3mN4.jpg
3947,2626,320,3.56875,"['Comedy', 'Drama', 'Romance']",Edge of Seventeen,1998,https://image.tmdb.org/t/p/w500/p319e1x611ZrTEwdPl4L8gA7HOS.jpg
3948,180,9714,3.568715256,"['Comedy', 'Romance']",Mallrats,1995,https://image.tmdb.org/t/p/w500/kNm0AQFIc4nlzCd8Nqvbb5gccAV.jpg
3949,26083,153,3.568627451,['Drama'],The Loneliness of the Long Distance Runner,1962,https://image.tmdb.org/t/p/w500/ePhZKUNyFGc8lzx0E0LiCcKs4y4.jpg
3950,1645,16718,3.568578777,"['Drama', 'Mystery', 'Thriller']",The Devil's Advocate,1997,https://image.tmdb.org/t/p/w500/5ZzBGpxy55OQzHxKVY11IpY6a0o.jpg
3951,2870,1416,3.568502825,['Comedy'],Barefoot in the Park,1967,https://image.tmdb.org/t/p/w500/qh64tAOmbQNoYMLTETkhmBQgSbu.jpg
3952,163056,402,3.56840796,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Shin Godzilla,2016,https://image.tmdb.org/t/p/w500/jPNShaWZMpVF0iQ7j1dvTuZLD20.jpg
3953,48682,117,3.568376068,"['Comedy', 'Drama']",Offside,2006,https://image.tmdb.org/t/p/w500/xlsnJb2XkhjEtbfzl8EZvEwxu6i.jpg
3954,3706,3338,3.568304374,"['Film-Noir', 'Horror', 'Mystery', 'Thriller']",Angel Heart,1987,https://image.tmdb.org/t/p/w500/h5v3wjJQNB7q2RntEnKDLhKtTFE.jpg
3955,71304,748,3.568181818,"['Drama', 'Horror']",Thirst (Bakjwi),2009,https://image.tmdb.org/t/p/w500/sFgvkGpXLTydvHqBCXw54OB8R0h.jpg
3956,51931,1417,3.568101623,['Drama'],Reign Over Me,2007,https://image.tmdb.org/t/p/w500/b5EtDvwj2gdG1qMBLijamlLfJLB.jpg
3957,3479,4059,3.567997044,"['Adventure', 'Fantasy', 'Romance']",Ladyhawke,1985,https://image.tmdb.org/t/p/w500/l3nRJ9Cs7C1AZ7das8S76QqwqjI.jpg
3958,229,2532,3.56793049,"['Drama', 'Thriller']",Death and the Maiden,1994,https://image.tmdb.org/t/p/w500/hlUXQ2aEuYDEE0ok7DORE4uffjl.jpg
3959,145839,700,3.567857143,['Drama'],Concussion,2015,https://image.tmdb.org/t/p/w500/gseayWAIFt3GQrEUNuUcYxT77Ud.jpg
3960,568,391,3.567774936,"['Comedy', 'Drama']",Bhaji on the Beach,1993,https://image.tmdb.org/t/p/w500/3J5XZgf0NsvTumKMXMqPz5dNhfY.jpg
3961,803,606,3.567656766,"['Comedy', 'Drama', 'Romance']",Walking and Talking,1996,https://image.tmdb.org/t/p/w500/m8JMJQUfGwGt7gse8aoduAcTYE.jpg
3962,5001,244,3.567622951,"['Action', 'Drama', 'War']",Sahara,1943,https://image.tmdb.org/t/p/w500/roVIPqVLMdvs7uOcqDuwO891t8s.jpg
3963,101527,111,3.567567568,"['Action', 'Drama', 'War']",Into the White (Cross of Honour),2012,https://image.tmdb.org/t/p/w500/glnBVGMFpwFfdtKbqZRBUrouJmU.jpg
3964,221886,304,3.567434211,['(no genres listed)'],Shiva Baby,2020,https://image.tmdb.org/t/p/w500/5IBJwMPSCS5XdRT7BO1ZMreFOis.jpg
3965,61323,10946,3.567421889,"['Comedy', 'Crime', 'Drama']",Burn After Reading,2008,https://image.tmdb.org/t/p/w500/jdwSkQu3XirmX18MNj8CqFWsCk.jpg
3966,92509,1351,3.567357513,"['Drama', 'Romance']",The Vow,2012,https://image.tmdb.org/t/p/w500/qHNjcjKa6VHJsa0Eu0DHl2BaYw3.jpg
3967,92243,312,3.567307692,"['Drama', 'War']",The Flowers of War (Jin líng shí san chai),2011,https://image.tmdb.org/t/p/w500/pYltmnA1VDWl45EcVQoJYPsTpLW.jpg
3968,58490,691,3.567293777,"['Comedy', 'Romance']",Miss Pettigrew Lives for a Day,2008,https://image.tmdb.org/t/p/w500/A8ylf9VH21E9uxcl7vslJpPXnwQ.jpg
3969,200354,640,3.5671875,"['Crime', 'Drama', 'Mystery', 'Thriller']",The Highwaymen,2019,https://image.tmdb.org/t/p/w500/4bRYg4l12yDuJvAfqvUOPnBrxno.jpg
3970,3685,2354,3.567119796,"['Comedy', 'Drama', 'Romance']",Prizzi's Honor,1985,https://image.tmdb.org/t/p/w500/5azGfZXuUFYjYfz6etYOdlyLXwL.jpg
3971,108078,164,3.567073171,"['Comedy', 'Romance']",Chinese Puzzle (Casse-tête chinois),2013,https://image.tmdb.org/t/p/w500/urOhy4mkGTcRHjXBotanF6zyBJw.jpg
3972,5072,1797,3.567056205,"['Animation', 'Sci-Fi']",Metropolis,2001,https://image.tmdb.org/t/p/w500/tOehVz3MhBhzvpvizEnsC8Gylo1.jpg
3973,4916,612,3.566993464,"['Drama', 'War']",Midway,1976,https://image.tmdb.org/t/p/w500/vCzGV28YFmWubUn1jh8ytagYocR.jpg
3974,37545,210,3.566666667,['Drama'],Woyzeck,1979,https://image.tmdb.org/t/p/w500/4MwRYp72mAaLhkcbg9EXie2pLAr.jpg
3975,27850,473,3.566596195,['Documentary'],The Yes Men,2003,https://image.tmdb.org/t/p/w500/lbwXEMe4fz6hj3ySwgstRJx38Wz.jpg
3976,89535,308,3.566558442,"['Comedy', 'Drama']","Havre, Le",2011,https://image.tmdb.org/t/p/w500/zCoGiKr8hn9fPYnxECjUhpaP8TI.jpg
3977,7037,301,3.566445183,"['Comedy', 'Drama']",High Heels (Tacones lejanos),1991,https://image.tmdb.org/t/p/w500/xUpMr3ma8XMpdDhM27s4EuFxdyC.jpg
3978,3510,9326,3.566427193,"['Drama', 'Thriller']",Frequency,2000,https://image.tmdb.org/t/p/w500/aFuw2yow5Og0e2M7uEHQtpS5GPz.jpg
3979,106983,271,3.566420664,['Drama'],Young & Beautiful,2013,https://image.tmdb.org/t/p/w500/19ImjMts1JJ2UuvPU33kYSC8f39.jpg
3980,204878,670,3.56641791,"['Comedy', 'Drama']",Dolemite Is My Name,2019,https://image.tmdb.org/t/p/w500/uoAqJg7ZSmftnBGOkupU1ySZQU0.jpg
3981,1051,1449,3.566252588,['Drama'],Trees Lounge,1996,https://image.tmdb.org/t/p/w500/2DtoVhI9RkArGbzkvctGxY578QN.jpg
3982,7225,605,3.566115702,['Documentary'],Pumping Iron,1977,https://image.tmdb.org/t/p/w500/24bh2SaydGoP9Jsi7eP2TkWGkLd.jpg
3983,3873,1400,3.566071429,"['Comedy', 'Western']",Cat Ballou,1965,https://image.tmdb.org/t/p/w500/qSeUiuxWJR9yLlKW1N4q0uhYONu.jpg
3984,26051,106,3.566037736,['Drama'],The Nun's Story,1959,https://image.tmdb.org/t/p/w500/4vNWFhPyjTehPpZsvTnTywwXSiF.jpg
3985,179749,447,3.565995526,"['Comedy', 'Horror']",Creep 2,2017,https://image.tmdb.org/t/p/w500/yaOfXrOCjOhCAxvAtXLicDHg6YV.jpg
3986,286777,129,3.565891473,"['Comedy', 'Drama']",BlackBerry,2023,https://image.tmdb.org/t/p/w500/neV35lK7em4rIY9QIoH1cruErPA.jpg
3987,115147,387,3.565891473,"['Drama', 'Romance']",The Best of Me,2014,https://image.tmdb.org/t/p/w500/8QBWh2Iwf1iUfsu2NfCue2V1hpV.jpg
3988,280866,114,3.565789474,['Drama'],She Said,2022,https://image.tmdb.org/t/p/w500/jG4UI2dbNWlWtTTupjeU3fRJ5Fn.jpg
3989,7896,274,3.565693431,"['Adventure', 'Drama', 'Western']",Ride the High Country,1962,https://image.tmdb.org/t/p/w500/oBdJliz2o88ZLPulL5KLdbRsQuf.jpg
3990,108727,1759,3.565662308,['Drama'],Nymphomaniac: Volume I,2013,https://www.reelviews.net/resources/img/default_poster.jpg
3991,6731,1906,3.565582371,"['Horror', 'Sci-Fi', 'Thriller']",Day of the Dead,1985,https://image.tmdb.org/t/p/w500/yJ2emwXWwQc6VHW3fO4GZr0hXBt.jpg
3992,133389,122,3.56557377,"['Comedy', 'Drama']",Piku,2015,https://image.tmdb.org/t/p/w500/yo7EZWiLpLGhqs3YnlDGDBPjfTb.jpg
3993,42900,229,3.565502183,"['Comedy', 'Crime', 'Drama', 'Thriller']",Cul-de-sac,1966,https://image.tmdb.org/t/p/w500/vaKgOkt1O5rxCDnBqzlyq6rakDl.jpg
3994,5051,1054,3.565464896,"['Comedy', 'Drama', 'Romance']",Italian for Beginners (Italiensk for begyndere),2000,https://image.tmdb.org/t/p/w500/xBEiE8yBaWtpRG04QpSAcIfJiW1.jpg
3995,171751,130,3.565384615,['Comedy'],Munna bhai M.B.B.S.,2003,https://image.tmdb.org/t/p/w500/nZNUTxGsSB4nLEC9Bpa2xfu81qV.jpg
